epoch,param,frob_norm,numel
3,layers.4.models.0.self_attn.proj_k.weight,0.6476643681526184,4096
3,layers.4.models.0.self_attn.proj_e.weight,0.6398507356643677,4096
3,layers.4.models.0.self_attn.proj_vg.weight,0.6715893149375916,4096
3,layers.4.models.0.norm1_attn.weight,8.004652976989746,64
3,layers.4.models.0.norm1_attn.bias,0.014935705810785294,64
3,layers.4.ff_linear1.weight,6.52085018157959,8192
3,layers.4.ff_linear1.bias,0.7911512851715088,128
3,layers.4.ff_linear2.weight,4.621225833892822,8192
3,layers.4.ff_linear2.bias,0.397231787443161,64
3,layers.4.norm2.weight,7.995275497436523,64
3,layers.4.norm2.bias,0.014929871074855328,64
3,post_mp.rel_emb.weight,34.12284851074219,1152
3,post_mp.scorer.weight,0.5544803142547607,128
3,post_mp.scorer.bias,0.01753811165690422,1
4,encoder.node_encoder.rel_emb.weight,34.64638137817383,1152
4,encoder.edge_encoder.emb.weight,33.82630157470703,1152
4,encoder.exp_edge_fixer.exp_edge_attr.weight,8.669381141662598,64
4,encoder.exp_edge_fixer.exp_edge_query_emb.weight,0.33775803446769714,1152
4,layers.0.models.0.self_attn.Q.weight,4.614981651306152,4096
4,layers.0.models.0.self_attn.K.weight,4.688778400421143,4096
4,layers.0.models.0.self_attn.E.weight,4.638767719268799,4096
4,layers.0.models.0.self_attn.V.weight,4.595203399658203,4096
4,layers.0.models.0.self_attn.V_gate.weight,4.605086803436279,4096
4,layers.0.models.0.self_attn.shared_rel_emb_table.weight,0.348772257566452,1152
4,layers.0.models.0.self_attn.proj_q.weight,0.6785662174224854,4096
4,layers.0.models.0.self_attn.proj_k.weight,0.6389333009719849,4096
4,layers.0.models.0.self_attn.proj_e.weight,0.6361996531486511,4096
4,layers.0.models.0.self_attn.proj_vg.weight,0.6317351460456848,4096
4,layers.0.models.0.norm1_attn.weight,8.002073287963867,64
4,layers.0.models.0.norm1_attn.bias,0.014241388067603111,64
4,layers.0.ff_linear1.weight,6.551518440246582,8192
4,layers.0.ff_linear1.bias,0.8444576859474182,128
4,layers.0.ff_linear2.weight,4.644270896911621,8192
4,layers.0.ff_linear2.bias,0.3948134481906891,64
4,layers.0.norm2.weight,8.0029878616333,64
4,layers.0.norm2.bias,0.019461721181869507,64
4,layers.1.models.0.self_attn.Q.weight,4.598488807678223,4096
4,layers.1.models.0.self_attn.K.weight,4.650405406951904,4096
4,layers.1.models.0.self_attn.E.weight,4.5721940994262695,4096
4,layers.1.models.0.self_attn.V.weight,4.662034034729004,4096
4,layers.1.models.0.self_attn.V_gate.weight,4.648879051208496,4096
4,layers.1.models.0.self_attn.shared_rel_emb_table.weight,0.3620171546936035,1152
